fen,cp
8/N2Pk3/1p6/6p1/2N5/P7/KP4Bp/2r5 b - - 0 42,-48
8/N2k4/1p6/6p1/2N5/P7/KP4Bp/2r5 w - - 0 43,24
8/N1k5/1N6/6p1/8/P7/KP4Bp/2r5 w - - 1 44,0
1k6/N7/8/3N2p1/8/P7/KP4Bp/2r5 w - - 3 45,-22
1k6/8/8/1N1N2p1/8/P7/KP4Bp/2r5 b - - 4 45,6
1k6/8/8/1N1N2p1/8/P7/KP4B1/2r4q w - - 0 46,109
1k6/8/8/1N1N2p1/8/P7/KP6/2r4B b - - 0 46,-54
1k6/8/8/1N1N2p1/8/P7/KP6/7r w - - 0 47,36
1k6/8/8/3N2p1/3N4/P7/KP6/7r b - - 1 47,-26
1k6/8/8/3N2p1/3N4/P7/KP6/3r4 w - - 2 48,79
1k6/2N5/8/6p1/3N4/P7/KP6/3r4 b - - 3 48,351
1k6/2N5/8/6p1/3r4/P7/KP6/8 w - - 0 49,-350
8/k7/N7/6p1/3r4/P7/KP6/8 w - - 2 50,-383
8/k7/8/2N3p1/3r4/P7/KP6/8 b - - 3 50,443
8/k7/8/2N3p1/8/P7/KP6/3r4 w - - 4 51,-364
8/k7/8/6p1/4N3/P7/KP6/3r4 b - - 5 51,366
8/k7/8/8/4N1p1/P7/KP6/3r4 w - - 0 52,-372
8/k7/8/8/6p1/P1N5/KP6/3r4 b - - 1 52,432
8/k7/8/8/8/P1N3p1/KP6/3r4 w - - 0 53,-357
8/k7/8/8/P7/2N3p1/KP6/3r4 b - - 0 53,458
1k6/8/8/8/P7/2N3p1/KP6/3r4 w - - 1 54,-312
1k6/8/8/P7/8/2N3p1/KP6/3r4 b - - 0 54,563
1k6/8/8/P7/8/2N5/KP4p1/3r4 w - - 0 55,-401
1k6/8/8/P7/8/8/KP4p1/3N4 b - - 0 55,397
1k6/8/8/P7/8/8/KP6/3N2q1 w - - 0 56,-387
1k6/8/8/P7/8/2N5/KP6/6q1 b - - 1 56,399
1k6/8/8/P1q5/8/2N5/KP6/8 w - - 2 57,-394
1k6/8/P7/2q5/8/2N5/KP6/8 b - - 0 57,397
1k6/8/P7/8/2q5/2N5/1P6/K7 b - - 2 58,428
1k6/8/q7/8/8/2N5/1P6/1K6 b - - 1 59,379
1k6/8/8/q7/8/2N5/1P6/1K6 w - - 2 60,-363
1k6/8/8/q7/8/2N5/1P6/2K5 b - - 3 60,372
1k6/8/8/3q4/8/2N5/1P6/2K5 w - - 4 61,480
1k6/8/8/3N4/8/8/1P6/2K5 b - - 0 61,-474
8/1k6/8/3N4/8/8/1P6/2K5 w - - 1 62,504
8/1k6/8/8/8/2N5/1P6/2K5 b - - 2 62,-494
8/k7/8/8/8/2N5/1P6/2K5 w - - 3 63,500
8/k7/8/8/8/2N5/1P6/1K6 b - - 4 63,-489
8/8/1k6/8/8/2N5/1P6/1K6 w - - 5 64,487
8/8/1k6/8/4N3/8/1P6/1K6 b - - 6 64,-486
8/1k6/8/8/4N3/8/1P6/1K6 w - - 7 65,508
8/k7/3N4/8/8/8/1P6/1K6 w - - 9 66,504
8/k7/8/8/2N5/8/1P6/1K6 b - - 10 66,-482
k7/8/8/8/2N5/8/1P6/1K6 w - - 11 67,527
8/1k6/1N6/8/8/8/1P6/1K6 w - - 13 68,509
8/1k6/8/3N4/8/8/1P6/1K6 b - - 14 68,-443
8/k7/8/3N4/8/8/1P6/1K6 w - - 15 69,507
8/k7/8/3N4/8/8/1P6/K7 b - - 16 69,-503
k7/8/8/3N4/8/8/1P6/K7 w - - 17 70,515
8/k1N5/8/8/8/8/1P6/K7 w - - 19 71,521
8/1k6/8/1N6/8/8/1P6/K7 w - - 21 72,479
8/1k6/8/8/3N4/8/1P6/K7 b - - 22 72,-525
1k6/8/8/8/3N4/8/1P6/K7 w - - 23 73,525
1k6/8/8/8/8/5N2/1P6/K7 b - - 24 73,-562
8/1k6/8/8/8/5N2/1P6/K7 w - - 25 74,536
8/1k6/8/4N3/8/8/1P6/K7 b - - 26 74,-487
8/8/k7/4N3/8/8/1P6/K7 w - - 27 75,514
8/8/k7/8/8/3N4/1P6/K7 b - - 28 75,-507
8/k7/8/8/8/3N4/1P6/K7 w - - 29 76,534
8/k7/8/8/5N2/8/1P6/K7 b - - 30 76,-508
8/1k6/8/8/5N2/8/1P6/K7 w - - 31 77,555
8/1k6/8/8/5N2/8/1P6/1K6 b - - 32 77,-529
1k6/8/8/8/5N2/8/1P6/1K6 w - - 33 78,545
1k6/8/4N3/8/8/8/1P6/1K6 b - - 34 78,-521
8/k7/4N3/8/8/8/1P6/1K6 w - - 35 79,537
8/k7/4N3/8/8/8/1P6/K7 b - - 36 79,-518
8/1k6/4N3/8/8/8/1P6/K7 w - - 37 80,527
8/k7/8/2N5/8/8/1P6/K7 w - - 39 81,505
8/k7/8/2N5/8/8/1P6/1K6 b - - 40 81,-523
k7/8/8/2N5/8/8/1P6/1K6 w - - 41 82,537
k7/8/8/8/8/3N4/1P6/1K6 b - - 42 82,-503
8/k7/8/8/8/3N4/1P6/1K6 w - - 43 83,551
8/k7/8/8/8/3N4/KP6/8 b - - 44 83,-533
8/1k6/8/8/8/3N4/KP6/8 w - - 45 84,519
8/1k6/8/4N3/8/8/KP6/8 b - - 46 84,-563
8/2k5/8/4N3/8/8/KP6/8 w - - 47 85,561
8/2k5/8/4N3/8/8/1P6/K7 b - - 48 85,-560
2k5/8/8/4N3/8/8/1P6/K7 w - - 49 86,572
2k5/5N2/8/8/8/8/1P6/K7 b - - 50 86,-546
8/1k3N2/8/8/8/8/1P6/K7 w - - 51 87,544
8/1k3N2/8/8/8/8/KP6/8 b - - 52 87,-519
8/5N2/1k6/8/8/8/KP6/8 w - - 53 88,560
8/8/1k1N4/8/8/8/KP6/8 b - - 54 88,-566
8/k7/3N4/8/8/8/KP6/8 w - - 55 89,572
8/k7/3N4/8/8/8/1P6/1K6 b - - 56 89,-522
1k6/8/3N4/8/8/8/1P6/1K6 w - - 57 90,564
1k6/8/8/1N6/8/8/1P6/1K6 b - - 58 90,-555
8/1k6/8/1N6/8/8/1P6/1K6 w - - 59 91,556
8/1k6/8/1N6/8/8/KP6/8 b - - 60 91,-558
k7/8/8/1N6/8/8/KP6/8 w - - 61 92,559
k7/8/8/8/3N4/8/KP6/8 b - - 62 92,-532
8/k7/8/8/3N4/8/KP6/8 w - - 63 93,515
8/k7/8/8/8/5N2/KP6/8 b - - 64 93,-552
8/1k6/8/8/8/5N2/KP6/8 w - - 65 94,558
8/1k6/8/8/8/5N2/1P6/K7 b - - 66 94,-552
8/k7/8/8/8/5N2/1P6/K7 w - - 67 95,553
8/k7/8/8/8/5N2/1P6/1K6 b - - 68 95,-547
1k6/8/8/8/8/5N2/1P6/1K6 w - - 69 96,557
1k6/8/8/8/8/8/1P1N4/1K6 b - - 70 96,-561
8/k7/8/8/8/8/1P1N4/1K6 w - - 71 97,565
8/k7/8/8/8/8/1P6/1K3N2 b - - 72 97,-551
k7/8/8/8/8/8/1P6/1K3N2 w - - 73 98,563
k7/8/8/8/8/4N3/1P6/1K6 b - - 74 98,-572
1k6/8/8/8/8/4N3/1P6/1K6 w - - 75 99,549
1k6/8/8/5N2/8/8/1P6/1K6 b - - 76 99,-510
k7/8/8/5N2/8/8/1P6/1K6 w - - 77 100,548
k7/8/8/8/8/6N1/1P6/1K6 b - - 78 100,-538
8/k7/8/8/8/6N1/1P6/1K6 w - - 79 101,546
8/k7/8/8/8/8/1P2N3/1K6 b - - 80 101,-550
8/1k6/8/8/8/8/1P2N3/1K6 w - - 81 102,546
8/1k6/8/8/8/8/1P6/1KN5 b - - 82 102,-530
r1bqkbnr/ppppppp1/2n5/1N5p/8/5N2/PPPPPPPP/R1BQKB1R b KQkq - 3 3,46
r1bqkbnr/1pppppp1/p1n5/1N5p/8/5N2/PPPPPPPP/R1BQKB1R w KQkq - 0 4,-51
r1bqkbnr/1pppppp1/p1n5/7p/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 1 4,61
r1bqkb1r/1pppppp1/p1n2n2/7p/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 5,9
r1bqkb1r/1pppppp1/p1n2n2/7p/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 0 5,-11
r1bqkb1r/1ppp1pp1/p1n2n2/4p2p/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 6,10
r1bqkb1r/1ppp1pp1/p1n2n2/4p2p/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 6,-11
r1bqk2r/1ppp1pp1/p1n2n2/4p2p/1b1PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 7,47
r1bqk2r/1ppp1pp1/p1n2n2/4N2p/1b1PP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 7,-7
r1bqk2r/1ppp1pp1/p1n2n2/4N2p/3PP3/2P5/P1P2PPP/R1BQKB1R b KQkq - 0 8,-35
r1bq1k1r/1ppp1pp1/p1n2n2/4N2p/3PP3/2P5/P1P2PPP/R1BQKB1R w KQ - 1 9,291
r1bq1k1r/1ppp1pp1/p1n2n2/4N1Bp/3PP3/2P5/P1P2PPP/R2QKB1R b KQ - 2 9,-80
r1b1qk1r/1ppp1pp1/p1n2n2/4N1Bp/3PP3/2P5/P1P2PPP/R2QKB1R w KQ - 3 10,62
r1b1qk1r/1ppp1pp1/p1n2n2/4N1Bp/3PP3/2P2Q2/P1P2PPP/R3KB1R b KQ - 4 10,38
r1b1qk1r/1ppp1pp1/p4n2/4n1Bp/3PP3/2P2Q2/P1P2PPP/R3KB1R w KQ - 0 11,-9
r1b1qk1r/1ppp1pp1/p4n2/4P1Bp/4P3/2P2Q2/P1P2PPP/R3KB1R b KQ - 0 11,18
r1b1qk1r/1ppp1pp1/p7/4P1Bp/4P1n1/2P2Q2/P1P2PPP/R3KB1R w KQ - 1 12,68
r1b1qk1r/1ppp1pp1/p7/4P2p/4PBn1/2P2Q2/P1P2PPP/R3KB1R b KQ - 2 12,-14
r1b1qk1r/1ppp1pp1/p7/4n2p/4PB2/2P2Q2/P1P2PPP/R3KB1R w KQ - 0 13,18
r1b1qk1r/1ppp1pp1/p7/4B2p/4P3/2P2Q2/P1P2PPP/R3KB1R b KQ - 0 13,-5
r1b2k1r/1ppp1pp1/p7/4q2p/4P3/2P2Q2/P1P2PPP/R3KB1R w KQ - 0 14,8
r1b2k1r/1ppp1pp1/p7/4qQ1p/4P3/2P5/P1P2PPP/R3KB1R b KQ - 1 14,506
r1b2k1r/1ppp1pp1/p7/4qQ2/4P2p/2P5/P1P2PPP/R3KB1R w KQ - 0 15,726
r1b2k1r/1ppp1pp1/p7/4Q3/4P2p/2P5/P1P2PPP/R3KB1R b KQ - 0 15,-738
r1b2k1r/1pp2pp1/p2p4/4Q3/4P2p/2P5/P1P2PPP/R3KB1R w KQ - 0 16,728
r1b2k1r/1pp2pp1/p2p4/Q7/4P2p/2P5/P1P2PPP/R3KB1R b KQ - 1 16,-668
r1b2k1r/2p2pp1/pp1p4/Q7/4P2p/2P5/P1P2PPP/R3KB1R w KQ - 0 17,725
r1b2k1r/2p2pp1/pp1p4/3Q4/4P2p/2P5/P1P2PPP/R3KB1R b KQ - 1 17,-719
2b2k1r/r1p2pp1/pp1p4/3Q4/4P2p/2P5/P1P2PPP/R3KB1R w KQ - 2 18,764
2b2k1r/r1p2pp1/pp1p4/6Q1/4P2p/2P5/P1P2PPP/R3KB1R b KQ - 3 18,-764
2b2k1r/r1p3p1/pp1p1p2/6Q1/4P2p/2P5/P1P2PPP/R3KB1R w KQ - 0 19,722
2b2k1r/r1p3p1/pp1p1p2/3Q4/4P2p/2P5/P1P2PPP/R3KB1R b KQ - 1 19,-670
5k1r/rbp3p1/pp1p1p2/3Q4/4P2p/2P5/P1P2PPP/R3KB1R w KQ - 2 20,690
5k1r/rbp3p1/pp1p1p2/8/2Q1P2p/2P5/P1P2PPP/R3KB1R b KQ - 3 20,-708
r4k1r/1bp3p1/pp1p1p2/8/2Q1P2p/2P5/P1P2PPP/R3KB1R w KQ - 4 21,769
r4k1r/1bQ3p1/pp1p1p2/8/4P2p/2P5/P1P2PPP/R3KB1R b KQ - 0 21,-786
r4k1r/2Q3p1/pp1p1p2/8/4b2p/2P5/P1P2PPP/R3KB1R w KQ - 0 22,829
r6r/5kp1/pp1Q1p2/8/4b2p/2P5/P1P2PPP/R3KB1R w KQ - 1 23,909
r6r/5kp1/pQ3p2/8/4b2p/2P5/P1P2PPP/R3KB1R b KQ - 0 23,-613
r3r3/5kp1/pQ3p2/8/4b2p/2P5/P1P2PPP/R3KB1R w KQ - 1 24,734
r3r3/5kp1/pQ3p2/8/4b2p/2P5/P1P2PPP/2KR1B1R b - - 2 24,-710
r3r3/5kp1/pQ3p2/8/4b3/2P4p/P1P2PPP/2KR1B1R w - - 0 25,786
r3r3/5kp1/pQ3p2/8/4b3/2P4p/P1P2PPP/2KR1BR1 b - - 1 25,-703
r3r3/5kp1/pQ3p2/8/4b3/2P5/P1P2PpP/2KR1BR1 w - - 0 26,737
r3r1k1/3R2p1/pQ3p2/8/4b3/2P5/P1P2PpP/2K2BR1 w - - 2 27,698
r3r1k1/3R2p1/pQ3p2/8/4b3/2P5/P1P2PBP/2K3R1 b - - 0 27,-739
r3r1k1/3R2p1/pQ3p2/8/8/2P5/P1P2PbP/2K3R1 w - - 0 28,1091
r3r3/3R2pk/p4p2/8/8/1QP5/P1P2PbP/2K3R1 w - - 2 29,9992
r3r3/3R2pk/p4p2/8/8/1QP5/P1P2PbP/2K2R2 b - - 3 29,-635
r3r3/3R2pk/p4p2/8/8/1QP5/P1P2P1P/2K2b2 w - - 0 30,797
r3r3/3R1Qpk/p4p2/8/8/2P5/P1P2P1P/2K2b2 b - - 1 30,-689
r7/3R1Qpk/p4p2/8/8/2P5/P1PK1P1P/4rb2 b - - 3 31,-888
r7/3R1Qpk/p4p2/8/8/2P5/P1P1rP1P/3K1b2 b - - 5 32,-934
r7/3R1Qpk/p4p2/8/8/2P5/P1P1rPbP/3K4 w - - 6 33,9999
rnbqkb1r/ppppppp1/7n/7p/8/3P1N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,509
rnbqkb1r/p1ppppp1/7n/1p5p/8/3P1N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,-439
rnbqkb1r/p1ppppp1/7n/1p5p/4P3/3P1N2/PPP2PPP/RN1QKB1R b KQkq - 0 4,440
rnbqkb1r/p1ppppp1/7n/7p/1p2P3/3P1N2/PPP2PPP/RN1QKB1R w KQkq - 0 5,-382
rnbqkb1r/p1ppppp1/7n/7p/1p1PP3/5N2/PPP2PPP/RN1QKB1R b KQkq - 0 5,394
rnbqkb1r/p1ppppp1/8/7p/1p1PP1n1/5N2/PPP2PPP/RN1QKB1R w KQkq - 1 6,-321
rnbqkb1r/p1ppppp1/8/4P2p/1p1P2n1/5N2/PPP2PPP/RN1QKB1R b KQkq - 0 6,386
rnbqkb1r/p1p1ppp1/8/3pP2p/1p1P2n1/5N2/PPP2PPP/RN1QKB1R w KQkq d6 0 7,-339
rnbqkb1r/p1p1ppp1/8/3pP2p/1p1P2n1/5N1P/PPP2PP1/RN1QKB1R b KQkq - 0 7,354
rnbqkb1r/p1p1ppp1/7n/3pP2p/1p1P4/5N1P/PPP2PP1/RN1QKB1R w KQkq - 1 8,-357
rnbqkb1r/p1p1ppp1/7n/3pP2p/1p1P4/7P/PPP2PPN/RN1QKB1R b KQkq - 2 8,439
rnbqkb1r/p1p1ppp1/8/3pPn1p/1p1P4/7P/PPP2PPN/RN1QKB1R w KQkq - 3 9,-404
rnbqkb1r/p1p1ppp1/8/3pPn1p/1p1P2P1/7P/PPP2P1N/RN1QKB1R b KQkq - 0 9,440
rnbqkb1r/p1p1ppp1/8/3pPn2/1p1P2p1/7P/PPP2P1N/RN1QKB1R w KQkq - 0 10,-352
rnbqkb1r/p1p1ppp1/8/3pPn2/1p1P2P1/8/PPP2P1N/RN1QKB1R b KQkq - 0 10,359
rnbqkb1r/p1p1ppp1/8/3pP3/1p1P2Pn/8/PPP2P1N/RN1QKB1R w KQkq - 1 11,-335
rnbqkb1r/p1p1ppp1/8/3pP3/1p1P2Pn/8/PPPN1P1N/R2QKB1R b KQkq - 2 11,333
rnbqkb1r/p1p1ppp1/6n1/3pP3/1p1P2P1/8/PPPN1P1N/R2QKB1R w KQkq - 3 12,-324
rnbqkb1r/p1p1ppp1/6n1/3pP3/1p1P2P1/5Q2/PPPN1P1N/R3KB1R b KQkq - 4 12,355
rnbqkb1r/p1p2pp1/4p1n1/3pP3/1p1P2P1/5Q2/PPPN1P1N/R3KB1R w KQkq - 0 13,-365
rnbqkb1r/p1p2pp1/4p1n1/3pP3/1p1P2P1/4Q3/PPPN1P1N/R3KB1R b KQkq - 1 13,332
r1bqkb1r/p1p2pp1/2n1p1n1/3pP3/1p1P2P1/4Q3/PPPN1P1N/R3KB1R w KQkq - 2 14,-231
r1bqkb1r/p1p2pp1/2n1p1n1/3pP3/1p1P2P1/3BQ3/PPPN1P1N/R3K2R b KQkq - 3 14,262
r2qkb1r/pbp2pp1/2n1p1n1/3pP3/1p1P2P1/3BQ3/PPPN1P1N/R3K2R w KQkq - 4 15,-229
r2qkb1r/pbp2pp1/2n1p1n1/3pP3/1p1P2P1/3BQ3/PPPN1P1N/R4RK1 b kq - 5 15,453
r3kb1r/pbp2pp1/2n1p1n1/3pP3/1p1P2Pq/3BQ3/PPPN1P1N/R4RK1 w kq - 6 16,-476
r3kb1r/pbp2pp1/2n1p1n1/3pP3/1p1P2Pq/3BQN2/PPP2P1N/R4RK1 b kq - 7 16,458
r3kb1r/pbp2ppq/2n1p1n1/3pP3/1p1P2P1/3BQN2/PPP2P1N/R4RK1 w kq - 8 17,-394
r3kb1r/pbp2ppq/2n1p1n1/3pP1P1/1p1P4/3BQN2/PPP2P1N/R4RK1 b kq - 0 17,489
2kr1b1r/pbp2ppq/2n1p1n1/3pP1P1/1p1P4/3BQN2/PPP2P1N/R4RK1 w - - 1 18,-414
2kr1b1r/pbp2ppq/2n1p1n1/3pP1P1/1p1P4/3BQN2/PPP2P1N/3R1RK1 b - - 2 18,485
1k1r1b1r/pbp2ppq/2n1p1n1/3pP1P1/1p1P4/3BQN2/PPP2P1N/3R1RK1 w - - 3 19,-470
1k1r1b1r/pbp2ppq/2n1p1n1/3pP1P1/1p1P4/3BQN2/PPP2P1N/2R2RK1 b - - 4 19,514
1k1r1b1r/pbp2pp1/2n1p1n1/3pP1Pq/1p1P4/3BQN2/PPP2P1N/2R2RK1 w - - 5 20,-437
1k1r1b1r/pbp2pp1/2n1p1n1/3pP1Pq/1p1P4/3BQN2/PPP2P1N/R4RK1 b - - 6 20,489
1k1r1b1r/pbp2pp1/2n1p3/3pP1Pq/1p1P3n/3BQN2/PPP2P1N/R4RK1 w - - 7 21,-510
1k1r1b1r/pbp2pp1/2n1p3/3pP1Pq/1p1P3n/3BQ3/PPPN1P1N/R4RK1 b - - 8 21,547
1k1r1b1r/pbp2pp1/4p3/3pP1Pq/1p1n3n/3BQ3/PPPN1P1N/R4RK1 w - - 0 22,-597
1k1r1b1r/pbp2pp1/4p3/3pP1Pq/1p1n3n/3BQ3/PPPN1P1N/R2R2K1 b - - 1 22,642
1k1r1b1r/pbp2pp1/4p3/3pP1Pq/1p5n/3B1Q2/PPPN1P1N/R2R2K1 b - - 0 23,683
1k1r1b1r/pbp2pp1/4p3/3pP1Pq/1p6/3B1N2/PPP2P1N/R2R2K1 b - - 0 24,715
1k1r1b1r/pbp2pp1/4p3/4P1Pq/1p1p4/3B1N2/PPP2P1N/R2R2K1 w - - 0 25,-631
1k1r1b1r/pbp2pp1/4p3/4P1Pq/1p1p4/3B1N2/PPP2P1N/R2R1K2 b - - 1 25,876
1k1r1b1r/p1p2pp1/4p3/4P1Pq/1p1p4/3B1b2/PPP2P1N/R2R1K2 w - - 0 26,-893
1k1r1b1r/p1p2pp1/4p3/4P1Pq/1p1p4/3B1N2/PPP2P2/R2R1K2 b - - 0 26,1108
1k1r1b1r/p1p2pp1/4p3/4P1P1/1p1p4/3B1q2/PPP2P2/R2R1K2 w - - 0 27,-1195
1k1r1b1r/p1p2pp1/4p3/4P1P1/1p1p4/3B1q2/PPP2P2/R2RK3 b - - 1 27,1366
1k1r1b2/p1p2pp1/4p3/4P1P1/1p1p4/3B1q2/PPP2P1r/R2RK3 w - - 2 28,-1067
1k1r1b2/p1p2pp1/4p3/4P1P1/1p1p4/3B1q2/PPP2P1r/R1R1K3 b - - 3 28,9998
1k1r1b2/p1p2pp1/4p3/4P1P1/1p1p4/3B4/PPP2q1r/R1RK4 b - - 1 29,9999
r1bqkb1r/pppppppp/2n4n/8/P7/2P5/1P1PPPPP/RNBQKBNR b KQkq - 0 3,-10
r1bqkb1r/pppp1ppp/2n4n/4p3/P7/2P5/1P1PPPPP/RNBQKBNR w KQkq - 0 4,18
r1bqkb1r/pppp1ppp/2n4n/4p3/P2P4/2P5/1P2PPPP/RNBQKBNR b KQkq - 0 4,-24
r1bqkb1r/ppp2ppp/2n4n/3pp3/P2P4/2P5/1P2PPPP/RNBQKBNR w KQkq - 0 5,31
r1bqkb1r/ppp2ppp/2n4n/3pP3/P7/2P5/1P2PPPP/RNBQKBNR b KQkq - 0 5,41
r1bqkb1r/ppp2ppp/7n/3pn3/P7/2P5/1P2PPPP/RNBQKBNR w KQkq - 0 6,32
r1bqkb1r/ppp2ppp/7n/3pn3/P7/1PP5/4PPPP/RNBQKBNR b KQkq - 0 6,120
r1bqkb1r/ppp2ppp/8/3pn3/P5n1/1PP5/4PPPP/RNBQKBNR w KQkq - 1 7,-102
r1bqkb1r/ppp2ppp/8/3pn3/P5n1/1PP4P/4PPP1/RNBQKBNR b KQkq - 0 7,104
r1bqkb1r/ppp2ppp/8/4n3/P2p2n1/1PP4P/4PPP1/RNBQKBNR w KQkq - 0 8,323
r1bqkb1r/ppp2ppp/8/4n3/P2p2P1/1PP5/4PPP1/RNBQKBNR b KQkq - 0 8,-281
r1bqkb1r/ppp2ppp/8/4n3/P5P1/1Pp5/4PPP1/RNBQKBNR w KQkq - 0 9,402
r1bqkb1r/ppp2ppp/8/4n3/P5P1/1Pp5/2Q1PPP1/RNB1KBNR b KQkq - 1 9,-201
r1b1kb1r/ppp2ppp/8/4n3/P2q2P1/1Pp5/2Q1PPP1/RNB1KBNR w KQkq - 2 10,328
r1b1kb1r/ppp2ppp/8/4n3/P2q2P1/1Pp2N2/2Q1PPP1/RNB1KB1R b KQkq - 3 10,-287
r1b1kb1r/ppp2ppp/8/2q1n3/P5P1/1Pp2N2/2Q1PPP1/RNB1KB1R w KQkq - 4 11,384
r1b1kb1r/ppp2ppp/8/2q1n2R/P5P1/1Pp2N2/2Q1PPP1/RNB1KB2 b Qkq - 5 11,-381
r1b1kb1r/ppp2ppp/8/4n2R/P5P1/qPp2N2/2Q1PPP1/RNB1KB2 w Qkq - 6 12,770
r1b1kb1r/ppp2ppp/8/4n2R/P5P1/BPp2N2/2Q1PPP1/RN2KB2 b Qkq - 0 12,-685
r1b1kb1r/ppp2ppp/2n5/7R/P5P1/BPp2N2/2Q1PPP1/RN2KB2 w Qkq - 1 13,707
r3kb1r/ppp2ppp/2n1b3/7R/P3Q1P1/BPp2N2/4PPP1/RN2KB2 w Qkq - 3 14,660
r3kb1r/ppp2ppp/2n1b3/7R/P3Q1P1/BPN2N2/4PPP1/R3KB2 b Qkq - 0 14,-648
r3kb1r/ppp2ppp/4b3/7R/P2nQ1P1/BPN2N2/4PPP1/R3KB2 w Qkq - 1 15,896
r3kb1r/ppp2ppp/4b3/7R/P2NQ1P1/BPN5/4PPP1/R3KB2 b Qkq - 0 15,-810
r3k2r/ppp2ppp/4b3/7R/P2NQ1P1/bPN5/4PPP1/R3KB2 w Qkq - 0 16,865
r3k2r/ppp2ppp/4b3/7R/P2NQ1P1/RPN5/4PPP1/4KB2 b kq - 0 16,-889
2kr3r/ppp2ppp/4b3/7R/P2NQ1P1/RPN5/4PPP1/4KB2 w - - 1 17,903
2kr3r/ppp2ppp/4N3/7R/P3Q1P1/RPN5/4PPP1/4KB2 b - - 0 17,-895
2kr3r/ppp3pp/4p3/7R/P3Q1P1/RPN5/4PPP1/4KB2 w - - 0 18,919
2kr3r/ppp3pR/4p3/8/P3Q1P1/RPN5/4PPP1/4KB2 b - - 0 18,-885
2kr4/ppp3pr/4p3/8/P3Q1P1/RPN5/4PPP1/4KB2 w - - 0 19,901
2kr4/ppp3pQ/4p3/8/P5P1/RPN5/4PPP1/4KB2 b - - 0 19,-887
2k5/pppr2pQ/4p3/8/P5P1/RPN5/4PPP1/4KB2 w - - 1 20,933
2kr2Q1/ppp3p1/4p3/8/P5P1/RPN5/4PPP1/4KB2 w - - 3 21,979
1k1r4/ppp3p1/4Q3/8/P5P1/RPN5/4PPP1/4KB2 w - - 1 22,952
1k1r4/ppp3p1/6Q1/8/P5P1/RPN5/4PPP1/4KB2 b - - 2 22,-899
1k4r1/ppp3p1/6Q1/8/P5P1/RPN5/4PPP1/4KB2 w - - 3 23,977
1k4r1/ppp3p1/6Q1/8/P3P1P1/RPN5/5PP1/4KB2 b - - 0 23,-926
1k4r1/1pp3p1/p5Q1/8/P3P1P1/RPN5/5PP1/4KB2 w - - 0 24,954
1k4r1/1pp3p1/p5Q1/8/P1B1P1P1/RPN5/5PP1/4K3 b - - 1 24,-908
1k5r/1pp3p1/p5Q1/8/P1B1P1P1/RPN5/5PP1/4K3 w - - 2 25,898
1k5r/1pp3Q1/p7/8/P1B1P1P1/RPN5/5PP1/4K3 b - - 0 25,-963
1k2r3/1pp3Q1/p7/8/P1B1P1P1/RPN5/5PP1/4K3 w - - 1 26,1006
1k2r3/1pp3Q1/p7/8/P1B1P1P1/RP6/5PP1/3NK3 b - - 2 26,-886
1k6/1pp3Q1/p7/8/P1B1r1P1/RP2N3/5PP1/4K3 b - - 1 27,-907
1k2r3/1pp3Q1/p7/8/P1B3P1/RP2N3/5PP1/4K3 w - - 2 28,935
1k2r3/1pp3Q1/p7/8/P1B3P1/RP2N3/5PP1/5K2 b - - 3 28,-882
1k6/1pp3Q1/p7/8/P1B3P1/RP2r3/5PP1/5K2 w - - 0 29,971
1k6/1pp3Q1/p7/8/P1B3P1/RP2P3/6P1/5K2 b - - 0 29,-965
1k6/1p4Q1/p1p5/8/P1B3P1/RP2P3/6P1/5K2 w - - 0 30,983
1k6/1p4Q1/p1p5/P7/2B3P1/RP2P3/6P1/5K2 b - - 0 30,-1035
2k5/1p4Q1/p1p5/P7/2B3P1/RP2P3/6P1/5K2 w - - 1 31,1019
2k5/1p6/p1p5/P3Q3/2B3P1/RP2P3/6P1/5K2 b - - 2 31,-960
8/1p1k4/p1p5/P3Q3/2B3P1/RP2P3/6P1/5K2 w - - 3 32,1047
1Q6/1p1k4/p1p5/P7/2B3P1/RP2P3/6P1/5K2 b - - 4 32,-1047
1Q6/1p2k3/p1p5/P7/2B3P1/RP2P3/6P1/5K2 w - - 5 33,1094
8/1Q6/p1p2k2/P7/2B3P1/RP2P3/6P1/5K2 w - - 1 34,9995
8/4k3/p1Q5/P7/2B3P1/RP2P3/6P1/5K2 w - - 1 35,9994
8/4k3/p1Q5/P7/2B3P1/1P2P3/R5P1/5K2 b - - 2 35,-9997
3k4/8/p1Q5/P7/2B3P1/1P2P3/R5P1/5K2 w - - 3 36,9997
8/4k3/p1Q5/P7/2B3P1/1P2P3/3R2P1/5K2 w - - 5 37,9998
4k3/8/p2Q4/P7/2B3P1/1P2P3/3R2P1/5K2 w - - 7 38,9999
